id,song,location_name,location_name_en,region,region_en,location_y,location_x,song_en,album,Singer,singer_en,songwriter,song_writer_en,year,lyrics,lyrics_en
110,麥記最後一夜,大角咀,Tai Kok Tsui,香港,Hong Kong,22.320514528909705, 114.15986900249123,Last Night at McDonald's,火炭麗琪,My Little Airport,My Little Airport,My Little Airport,My Little Airport,2016,那夜經過大角咀你細訴小時候 然後我們隔一兩週 便結伴公園夜遊,"Past Tai Kok Tsui you spoke of childhood days, and then each fortnight met for parkland ways; the city dimmed and opened like a door, we walked the dark and learned to want no more."
111,新界香港跨區之戀,西環,Sai Wan,香港,Hong Kong,22.287533957809313, 114.13694931012603,Cross-District Love Between New Territories and Hong Kong,"白色太陽槍 (Blanc, Le Soleil, Le Pistolet)",The Lee's,The Lee's,The Lee's,The Lee's,2012,你說你是來自香港的西環 獨自在掛念沉默盼望期待這跨區之戀,"They called you Kai Tak, hardest place to land, where pilots test their courage and command; a city where arrivals learn to wait, and every parking place contends with fate."
112,新界香港跨區之戀,啟德機場,Kai Tak Airport,香港,Hong Kong,22.326351046354088, 114.19707220130164,Cross-District Love Between New Territories and Hong Kong,"白色太陽槍 (Blanc, Le Soleil, Le Pistolet)",The Lee's,The Lee's,The Lee's,The Lee's,2012,據說你就是香港的啟德機場 是世上最難降落最難停泊的一個城市,"They called you Kai Tak, hardest place to land, where pilots test their courage and command; a city where arrivals learn to wait, and every parking place contends with fate."
113,新界香港跨區之戀,大埔,Tai Po District,香港,Hong Kong,22.44365589303823, 114.1694116885841,Cross-District Love Between New Territories and Hong Kong,"白色太陽槍 (Blanc, Le Soleil, Le Pistolet)",The Lee's,The Lee's,The Lee's,The Lee's,2012,西環的餐室就是懷舊的山丘 大埔深秋仿佛給你喝醉,"In Sai Wan’s cafés hills of memory rise, Tai Po in autumn fills your roaming eyes; old corners pour a warming vintage shade, you drink the past and let the present fade."
114,新界香港跨區之戀,美孚新邨,Mei Foo Sun Chuen,香港,Hong Kong,22.336653350613545, 114.14020797684522,Cross-District Love Between New Territories and Hong Kong,"白色太陽槍 (Blanc, Le Soleil, Le Pistolet)",The Lee's,The Lee's,The Lee's,The Lee's,2012,其實我都好想跟你一起住 你説要公平點就要搬到九龍區的美孚新邨,"You said you wished that we could live as one, in Mei Foo Sun Chuen set beneath the sun; be fair, you said, and move across to Kowloon, a home where equal hearts can find their room."
115,太平道,太平道,Peace Avenue,香港,Hong Kong,22.318772749402925, 114.1738847500979,Peace Avenue,太平道,周國賢,Endy Chow,"李倩菱, 周國賢","Yemon Lee, Endy Chow",2022,望著道路亦變遷 彎彎曲曲的視線 這個世界再不新鮮 曾愛恨曾灰暗人生的試煉,"I watch the roadways twist and shift their skin, the world grows old yet changes from within; through trials of love and loss my sight is trained, to find a fresher path from what remained."
116,騷靈情歌,紐約,New York,北美,North America,40.72610068384649, -73.98618919958817,Soulful Love Song,笑忘書,張敬軒,Hins Cheung,"周耀輝, 林健華","Chow Yiu Fai, Joanus Lam",2006,愛似藍調遇節奏 如此即興 彷彿紐約某橫街 有異國喇叭 美麗塗鴉,"Like blues that meets a rhythm in the night, a sudden jam on New York’s lanes of light; a foreign horn, a wall of painted art, and music sketching maps across the heart."
117,早機,葡萄牙,Portugal,歐洲,Europe,38.711062518055655, -9.118123298085612,Early Flight,一生懸命,陳慧嫻,Priscilla Chan,"林若寧, Larry Wong","Riley Lam, Larry Wong",2006,無論波多爾葡萄再美 無論東西柏林還未盡興獵奇 任你再不肯放棄 必需放棄 另有天地,"No matter grapes or borders draw you near, you must release what you have clutched in fear; surrender what you cannot seize or keep, and let a larger sky invite you deep."
118,早機,德國,Germany,歐洲,Europe,51.033606911458115, 10.630674663436622,Early Flight,一生懸命,陳慧嫻,Priscilla Chan,"林若寧, Larry Wong","Riley Lam, Larry Wong",2006,無論波多爾葡萄再美 無論東西柏林還未盡興獵奇 任你再不肯放棄 必需放棄 另有天地,"No matter grapes or borders draw you near, you must release what you have clutched in fear; surrender what you cannot seize or keep, and let a larger sky invite you deep."
119,京都之雪,神護寺,Jingo-ji Temple,日本,Japan,35.05517695226778, 135.67109411084414,Snow in Kyoto,Music Cafe,鄧麗欣,Stephy Tang,李峻一,Joe Lei,2009,"神護寺 四野無人 寧靜洗潔了靈魂 讓鐘聲敲過願好景發生","At Jingo-ji the forest holds its breath, the quiet rinses off the dust of death; a bell resounds and wishes walk the air, I pray for blooming fortune everywhere."
120,青山散步,青山,Aoyama,日本,Japan,35.6698681205829, 139.69978772584085,A Walk on Aoyama,Coloring Stephy,鄧麗欣,Stephy Tang,"林若寧, 嘉琳","Riley Lam, Garlum Lau",2005,青山散步隨地拜訪 川久保那件晚裝 新裝仍然想給你一看,"On Aoyama I wander where we met, the dress by Kawakubo haunts me yet; I long to show you outfits new and true, and watch your eyes make old dreams feel like new."
121,青山散步,六本木,Roppongi,日本,Japan,35.661913174639885, 139.73468065724694,A Walk on Castle Peak,Coloring Stephy,鄧麗欣,Stephy Tang,"林若寧, 嘉琳","Riley Lam, Garlum Lau",2005,沿路能忘掉孤獨 讓眼淚留在六本木 遺蹟都安葬別追逐,"Along Roppongi’s path I lose the ache, let tears remain, let ruins lie awake; I leave pursuits that chased a borrowed flame, and let the future move without a name."
122,青山散步,二丁目,Ni-chome,日本,Japan,35.689742938040226, 139.70803204089358,A Walk on Castle Peak,Coloring Stephy,鄧麗欣,Stephy Tang,"林若寧, 嘉琳","Riley Lam, Garlum Lau",2005,讓快樂留在六本木 無需風光照別追逐 讓以後留在二丁目,"Leave joy in Roppongi, let haste be still, in Nichome keep the promise of your will; the future waits in corners we have known, a softer street where happiness has grown."
123,弦續,鹽湖城,Salt Lake City,北美,North America,40.75521473938955, -111.93340544164882,String Continuation,弦續,李克勤,Hacken Lee,"林若寧, Edmond Tsang","Riley Lam, Edmond Tsang",2023,他帶著豎琴移居了 住鹽湖城裡面 需解散樂團難以避免,"He moved with harp in hand to Salt Lake air, to end the band was fate we had to bear."
124,鐵塔凌雲,東京鐵塔,Tokyo Tower,日本,Japan,35.65855219148291, 139.74549246722444,Soaring Above the Tower,真經典,許冠傑,Sam Hui,"許冠文, 許冠傑","Michael Hui, Sam Hui",2002,鐵塔凌雲 望不見歡欣人面 富士聳峙 聽不見遊人歡笑,"The tower climbs the clouds yet hears no cheer, while Fuji rises silent, cold and clear."
125,鐵塔凌雲,富士山,Mount Fuji,日本,Japan,35.39686099424052, 138.67688747469347,Soaring Above the Tower,真經典,許冠傑,Sam Hui,"許冠文, 許冠傑","Michael Hui, Sam Hui",2003,鐵塔凌雲 望不見歡欣人面 富士聳峙 聽不見遊人歡笑,"The tower climbs the clouds yet hears no cheer, while Fuji rises silent, cold and clear."
126,鐵塔凌雲,自由女神像,Statue of Liberty,北美,North America,40.68941118579598, -74.04445746612092,Soaring Above the Tower,真經典,許冠傑,Sam Hui,"許冠文, 許冠傑","Michael Hui, Sam Hui",2004,自由神像 在遠方迷霧 山長水遠 未入其懷抱,"The statue in far mist keeps watch and calm, long roads and waters bar her open arm."
127,鐵塔凌雲,檀島,Honolulu,北美,North America,21.294276587965367, -157.84879697674953,Soaring Above the Tower,真經典,許冠傑,Sam Hui,"許冠文, 許冠傑","Michael Hui, Sam Hui",2005,檀島灘岸 點點磷光 豈能及漁燈在彼邦,"On Waikiki Beach the tiny lights appear, yet fisher lamps in distant coves shine clear."
128,情非首爾,南山塔,Namsan Tower,亞洲其他地區,Asia (Others),37.55116849785298, 126.98831242478971,Not Seoul,演奏廳,李克勤,Hacken Lee,"李克勤, 伍仲衡","Hacken Lee, Eric Ng",2005,漢城夜晚 南山塔中 跟你再相遇 想講你知 生活不寫意,"Seoul’s night at Namsan, meeting you once more, I wish to say life strains me to the core."
129,情非首爾,明洞新村,Myeong-dong,亞洲其他地區,Asia (Others),37.560798810619666, 126.98594188476623,Not Seoul,演奏廳,李克勤,Hacken Lee,"李克勤, 伍仲衡","Hacken Lee, Eric Ng",2005,借意問明天的你空閒嗎 重遊明洞新村可以嗎 過去像盲婚啞嫁 現在是熱情淡化,"May I ask if tomorrow you are free, to walk Myeong dong and mend our history."
130,情非首爾,漢江,Han River,亞洲其他地區,Asia (Others),,,Not Seoul,演奏廳,李克勤,Hacken Lee,"李克勤, 伍仲衡","Hacken Lee, Eric Ng",2005,難道你 誰人都不愛 沒有自信建立未來 讓漢江將你我 像南北般分開,"Tell me do you love no one at all, let Han River divide us like a wall."
131,阿士匹靈,洛杉磯,Los Angeles,北美,North America,34.08419242369244, -118.46005287686174,Aspirin,the Easy Ride,陳奕迅,Eason Chan,"黃偉文, 陳奐仁","Wyman Wong, Hanjin Tan",2001,還頭痛得要死 (猶)如就要down機 救藥卻在洛杉磯 遲來幾班客機,"My head could split, as if a plane descends, the cure waits in Los Angeles with delays and bends."
132,寒命,札幌,Sapporo,日本,Japan,43.14272451734011, 141.4021874153866,Cold Fate,Serving You,衛蘭,Janice,"林夕, 伍仲衡","Albert Leung, Eric Ng",2008,想起你這施捨過我的人 大概在札晃 跟她抖震 在小樽的臂彎中抱緊,"I think of you who once gave me your hand, in Sapporo you tremble in another’s band."
133,寒命,小樽,Otaru,日本,Japan,43.20262914528401, 140.9919275033261,Cold Fate,Serving You,衛蘭,Janice,"林夕, 伍仲衡","Albert Leung, Eric Ng",2008,想起你這施捨過我的人 大概在札晃 跟她抖震 在小樽的臂彎中抱緊,"I think of you who once gave me your hand, in Sapporo you tremble in another’s band."
134,寒命,北海道,Hokkaido,日本,Japan,43.27756716493842, 142.59707602932858,Cold Fate,Serving You,衛蘭,Janice,"林夕, 伍仲衡","Albert Leung, Eric Ng",2008,你每次 面對北海道夜欄 可否錯返我們時間,"Each time you face Hokkaido’s night’s wide span, could we turn back the clock and try again."
135,巴黎塔尖,埃菲爾鐵塔,Eiffel Tower,歐洲,Europe,48.85842564894233, 2.294524219719034,Atop the Eiffel Tower,Everything,王菲,Faye Wong,"林振强, Epo","Richard Lam, Epo",1990,不必攀登巴黎塔尖 詩般風光經已在前,"No need to scale the Paris spire for scene, the poem of light already lies between."
136,奇洛李維斯回信,好萊塢,Hollywood,北美,North America,34.15221561296136, -118.35503871178813,Keanu Reeves' Reply,F,薛凱琪,Fiona Sit,"黃偉文, 方樹梁","Wyman Wong, 方樹梁",2004,"天天寫 封封寫滿六百句的 ""我愛你"" 寫了十年從未覺得太乏味 深信最後收得到答覆 荷李活美不美","Day after day I wrote, each envelope packed with six hundred ‘I love you’s; ten years on, it never felt trite. I still believe your answer will arrive at last. Tell me, is Hollywood truly fair?"
137,幸福摩天轮,香港摩天輪,Hong Kong Observation Wheel,香港,Hong Kong,22.285205832891084, 114.16167917242106,Ferris Wheel of Happiness,幸福,陳奕迅,Eason Chan,"林夕, 郭偉亮","Albert Leung, Eric Kwok",2013,天荒地老流連在摩天輪 在高處凝望世界流動,"On Hong Kong’s wheel I linger, age to age, from heights I watch the world turn like a page."
138,富豪雪糕,富豪雪糕,Mister Softee,香港,Hong Kong,22.285498344875787, 114.1618863263851,Regal Ice Cream,THREESOME,李克勤,Hacken Lee,"林若寧, 頡臣","Riley Lam, Kitson",2009,在盛世十裏的商舖但願我地老心不老 臉上再劃上車胎印亦讓這舊雪糕杯 當做寶,"In prosperous streets I keep a youthful heart, even a scar across my face is art, this little paper cup of ice I save, a simple treasure time forgot to waive."
139,北京北角,北京,Beijing,亞洲其他地區,Asia (Others),39.88237561471688, 116.41615244553023,Beijing and North Point,李克勤精選到無朋友,李克勤,Hacken Lee,"黃偉文, 林一峰","Wyman Wong, Chet Lam",2014,北京北角 走出死角 剛剛發現 這兩座城 看似甚遠 但你再退兩步 宏觀畫面乍現 地球儀中 不算極遠,"Between Beijing and North Point step by step, two cities seem far, yet not when maps are kept."
140,北京北角,北角,North Point,香港,Hong Kong,22.288798493010415, 114.19637082550008,Beijing and North Point,李克勤精選到無朋友,李克勤,Hacken Lee,"黃偉文, 林一峰","Wyman Wong, Chet Lam",2014,北京北角 走出死角 剛剛發現 這兩座城 看似甚遠 但你再退兩步 宏觀畫面乍現 地球儀中 不算極遠,"Between Beijing and North Point step by step, two cities seem far, yet not when maps are kept."
141,北京北角,北歐,Northern Europe,歐洲,Europe,63.215412259878285, 15.393389968001397,Beijing and North Point,李克勤精選到無朋友,李克勤,Hacken Lee,"黃偉文, 林一峰","Wyman Wong, Chet Lam",2014,北歐很遠 北非太亂 原來北京親切點 北京北角 還是有緣 如何捨得 斷就斷,"The north Europe is far, the north of Africa torn, yet Beijing feels more friendly in the morn."
142,北京北角,北非,North Africa,非洲,Africa,28.887316290973818, 18.847311936783683,Beijing and North Point,李克勤精選到無朋友,李克勤,Hacken Lee,"黃偉文, 林一峰","Wyman Wong, Chet Lam",2014,北歐很遠 北非太亂 原來北京親切點 北京北角 還是有緣 如何捨得 斷就斷,"Though far and troubled, choices still remain, I choose the path where Beijing calls my name."
143,歌和老街,歌和老街,Cornwall Street,香港,Hong Kong,22.339611948990537, 114.17256252341129,Cornwall Street,奇幻逆緣,王祖藍,Wong Cho Lam,"鄭國江, 郭薾多, 翁瑋盈","Kwok-Kong Cheng, Ngai-do Kwok, Janet Yung",2013,聽說老街要拆除 我要到故居走一次 要故里搬進內心去,"They say the old street soon will fade from view, I walk my childhood home and move it through, I place my birthplace quietly inside, a living room my heart can never hide."
144,舊生會旅行,烏溪沙,Wu Kai Sha,香港,Hong Kong,22.43458062583385, 114.23837786305289,Alumni Trip,The Best Of Shine,Shine,Shine,"黃偉文, James Ting","Wyman Wong, James Ting",2004,曾經 一叫出發就陸逐叫好 想不到 畢了業後逐個衰老 烏溪沙 與貝澳 轉換成 置業看舖,"Once we cried set out and cheers would rise, who knew that after caps we aged our eyes. Wu Kai Sha, Pui O trade surf and foam for mortgage maps and little shops called home."
145,舊生會旅行,貝澳,Pui O Beach,香港,Hong Kong,22.239790197409768, 113.97681320011306,Alumni Trip,The Best Of Shine,Shine,Shine,"黃偉文, James Ting","Wyman Wong, James Ting",2004,曾經 一叫出發就陸逐叫好 想不到 畢了業後逐個衰老 烏溪沙 與貝澳 轉換成 置業看舖,"Once we cried set out and cheers would rise, who knew that after caps we aged our eyes. Wu Kai Sha, Pui O trade surf and foam for mortgage maps and little shops called home."
146,舊生會旅行,南極,Antarctica,南極,Antarctica,-73.42310984588083, -91.05540850056482,Alumni Trip,The Best Of Shine,Shine,Shine,"黃偉文, James Ting","Wyman Wong, James Ting",2004,這 舊生會的旅行 明明曾熱烈談論過 你要赴南極 我話曼城 為何你今天 只求安分,"We planned that trip in voices warm and clear, you aimed for Manchester, my South Pole near. Why now content to fold your wings and stay, where did the heat that stirred our maps away."
147,舊生會旅行,曼徹斯特,Manchester,歐洲,Europe,53.476110491754575, -2.2723243884432436,Alumni Trip,The Best Of Shine,Shine,Shine,"黃偉文, James Ting","Wyman Wong, James Ting",2004,這 舊生會的旅行 明明曾熱烈談論過 你要赴南極 我話曼城 為何你今天 只求安分,"We planned that trip in voices warm and clear, you aimed for Manchester, my South Pole near. Why now content to fold your wings and stay, where did the heat that stirred our maps away."
148,舊生會旅行,科羅拉多大峽谷,Grand Canyon National Park,北美,North America,36.28988895616074, -112.35849096140213,Alumni Trip,The Best Of Shine,Shine,Shine,"黃偉文, James Ting","Wyman Wong, James Ting",2004,曾經 相約 一起去看大峽谷 想不到 畢了業就逐個推了 張小芬 李志偉 說近來 氣力差了,"We promised Grand Canyon in the sun, after the gowns we canceled one by one. Cheung Siu fen, Lee Chi wai speak with a sigh, these days our strength feels thin, it will not fly."
149,街口有落,旺角,Mong Kok,香港,Hong Kong,22.31608494804499, 114.16877081477074,Something at the Street Corner,The Midnight After,Shine,Shine,"黃偉文, 徐天佑","Wyman Wong, Chui Tien-you",2014,入睡前面前是旺角 聽得見低格的音樂 願路程突然間撲朔 睜開眼車已出沙漠,"Before I sleep Mong Kok still fills my sight, low pitched music hums through neon night. I wish the journey twists its secret plot, I blink and find the car has left the lot."
150,曼谷瑪利亞,紅燈區,Red-light District,亞洲其他地區,Asia (Others),13.741496436301999, 100.55326528464543,Maria of Bangkok,半熟男孩,Shine,Shine,"黃偉文, 林一峰","Wyman Wong, Chet Lam",2003,"紅燈區 糢糊的一個她 拿年輕僅有的美色 粉飾繁華 文華裡 同時這一剎那 同齡的她正扣著我臂彎喝茶","In Bangkok's red-light haze, a shadowed she spends all her only youth to gloss the city's spree; inside the Mandarin Oriental, in that same key, a girl my age clasps my arm and sips her tea with me."
151,曼谷瑪利亞,文華酒店,Mandarin Oriental Bangkok,亞洲其他地區,Asia (Others),13.723627178197901, 100.51426176698563,Maria of Bangkok,半熟男孩,Shine,Shine,"黃偉文, 林一峰","Wyman Wong, Chet Lam",2003,"紅燈區 糢糊的一個她 拿年輕僅有的美色 粉飾繁華 文華裡 同時這一剎那 同齡的她正扣著我臂彎喝茶","In Bangkok's red-light haze, a shadowed she spends all her only youth to gloss the city's spree; inside the Mandarin Oriental, in that same key, a girl my age clasps my arm and sips her tea with me."
152,情緣巴士站,淺水灣,Repulse Bay,香港,Hong Kong,22.236838326772148, 114.19684861836994,Love at the Bus Stop,永恆的珍,譚詠麟,Alan Tam,"向雪懷, Project Moonlight Cafe","Jolland Chan, Project Moonlight Cafe",1997,在這淺水灣的一個終站 讓兩顆心一起走出美麗傳奇,"At Repulse Bay this line comes to its end, two beating hearts step forth as legend friends."
153,今夜星光燦爛,皇後像公園,Statue Square,香港,Hong Kong,22.281270669686442, 114.15978289905956,Tonight the Stars Shine Bright,真經典,達明一派,Tat Ming Pair,"陳少琪, 劉以達","Keith Chan, Tats Lau",2001,皇后像公園裡 光芒密佈結聚,"In Statue Square the clustered lights convene, a lattice glow that stitches up the green."
154,我們的電車上,跑馬地,Happy Valley,香港,Hong Kong,22.268086705020405, 114.18596827598645,On Our Tram,生於斯,C Allstar,C Allstar,"鍾晴, 甯浩基","Karlie Chung, Samson Ling",2015,想 照著沿路地理 過渡 每世紀 途經的跑馬地,"I trace the tramway like a memory, we cross a century by Happy Valley."
155,我們的電車上,筲箕灣,Shau Kei Wan,香港,Hong Kong,22.277743093021115, 114.22670560029495,On Our Tram,生於斯,C Allstar,C Allstar,"鍾晴, 甯浩基","Karlie Chung, Samson Ling",2015,又再飛 繼續橫越萬里 載著 來下世紀 從筲箕灣到尾 陪住我陪住你,"We fly again across ten thousand miles, into the next century the tramway smiles. From Shau Kei Wan to where the rails are through, it stays beside me and it stays with you."
156,我們的電車上,銅鑼灣,Causeway Bay,香港,Hong Kong,22.281243271332936, 114.18405574590784,On Our Tram,生於斯,C Allstar,C Allstar,"鍾晴, 甯浩基","Karlie Chung, Samson Ling",2015,看 這銅鑼灣璀璨 每天 依然如常出發,"See Causeway Bay still glittering and gay, each morning starts the same familiar way."
157,我們的電車上,紅棉道,Cotton Tree Drive,香港,Hong Kong,22.27694093247767, 114.1579065078387,On Our Tram,生於斯,C Allstar,C Allstar,"鍾晴, 甯浩基","Karlie Chung, Samson Ling",2015,左邊看 看紅棉道風格 轉彎 干諾道亦優雅,"Look left the grace of Cotton Tree Drive line, we turn and Connaught Road moves just as fine."
158,我們的電車上,干諾道,Connaught Road,香港,Hong Kong,22.28340956618461, 114.15793633226474,On Our Tram,生於斯,C Allstar,C Allstar,"鍾晴, 甯浩基","Karlie Chung, Samson Ling",2015,左邊看 看紅棉道風格 轉彎 干諾道亦優雅,"Look left the grace of Cotton Tree Drive line, we turn and Connaught Road moves just as fine."
159,我們的電車上,皇后街,Queen's Road,香港,Hong Kong,22.2845992749388, 114.15357134973316,On Our Tram,生於斯,C Allstar,C Allstar,"鍾晴, 甯浩基","Karlie Chung, Samson Ling",2015,看 到達皇后街嗎 也許 忽然全部清拆 今天我 有幸凝望一眼 用老爺機 捉一剎,"Have we reached Queen Street or has it slipped away, perhaps the walls are cleared without delay. Today I am lucky for a single glance, my old camera catches time in a dance."
160,我們的電車上,西環,Sai Wan,香港,Hong Kong,22.283668304078287, 114.12779487157012,On Our Tram,生於斯,C Allstar,C Allstar,"鍾晴, 甯浩基","Karlie Chung, Samson Ling",2015,看 我們無暇眨眼 也許 西環餘味不散 幾多轉 看著沿岸改革 逐處填海 先分化,"Have we reached Queen Street or has it slipped away, perhaps the walls are cleared without delay. Today I am lucky for a single glance, my old camera catches time in a dance."
161,下落不明,松板屋,Matsuzakaya Ueno,日本,Japan,35.72512778610062, 139.76957730589848,Whereabouts Unknown,我的廿一世紀,黃耀明,Anthony Wong,"黃偉文, 亞里安","Wyman Wong, Arion",2003,松板屋中 那東京夢 聖子變作了 舊時路標,"In Matsuzakaya the Tokyo dream, Seiko becomes an old road faded theme."
162,下落不明,荷里活道,Hollywood Road,香港,Hong Kong,22.284140289448885, 114.15059882208028,Whereabouts Unknown,我的廿一世紀,黃耀明,Anthony Wong,"黃偉文, 亞里安","Wyman Wong, Arion",2003,荷東廣東 那些舞伴 現在是否在跳,"From Holland east to Guangdong dancers we knew, are they still dancing the steps we once drew."
163,下落不明,廣東道,Canton Road,香港,Hong Kong,22.3090247551766, 114.16870386226589,Whereabouts Unknown,我的廿一世紀,黃耀明,Anthony Wong,"黃偉文, 亞里安","Wyman Wong, Arion",2003,荷東廣東 那些舞伴 現在是否在跳,"From Holland east to Guangdong dancers we knew, are they still dancing the steps we once drew."
164,下落不明,倫敦里,London Lane,香港,Hong Kong,22.244116343873483, 114.15443317381025,Whereabouts Unknown,我的廿一世紀,黃耀明,Anthony Wong,"黃偉文, 亞里安","Wyman Wong, Arion",2003,倫敦街中 晚間有霧 你警告過我 不要走遠,"In Victoria Park beneath the candle glow, an outraged face the years have thinned with snow."
165,下落不明,維多利亞公園,Victoria Park,香港,Hong Kong,22.28242825932061, 114.18865990664807,Whereabouts Unknown,我的廿一世紀,黃耀明,Anthony Wong,"黃偉文, 亞里安","Wyman Wong, Arion",2003,維園之中 那燭光下 那一臉憤慨 風化失去,"Inside the Coliseum stars once filled the Victoria Park, now fallen constellations pass me by."
166,下落不明,紅磡體育館,Hong Kong Coliseum,香港,Hong Kong,22.30256642985523, 114.18228653822524,Whereabouts Unknown,我的廿一世紀,黃耀明,Anthony Wong,"黃偉文, 亞里安","Wyman Wong, Arion",2003,紅館之中 滿天偶像 殞落在生活裡,"Inside the Coliseum idols rise and fade, in daily life their shining debts are paid."